ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Winning Team,Losing Team,Win Conditions,Home Stadium
3754,Friendly,1969/4/9,Paraguay,0,0,Argentina,,,,TRUE
3755,Friendly,1969/4/10,Luxembourg,2,1,Mexico,Luxembourg,Mexico,,TRUE
3756,Friendly,1969/4/16,Belgium,2,0,Mexico,Belgium,Mexico,,TRUE
3757,FIFA World Cup qualification,1969/4/16,German DR,2,1,Wales,German DR,Wales,,TRUE
3758,Friendly,1969/4/16,Netherlands,2,0,Czechoslovakia,Netherlands,Czechoslovakia,,TRUE
3759,FIFA World Cup qualification,1969/4/16,Portugal,0,2,Switzerland,Switzerland,Portugal,,TRUE
3760,FIFA World Cup qualification,1969/4/16,Scotland,1,1,Germany,,,,TRUE
3761,CONCACAF Championship qualification,1969/4/20,Haiti,2,0,United States,Haiti,United States,,TRUE
3762,FIFA World Cup qualification,1969/4/20,Poland,8,1,Luxembourg,Poland,Luxembourg,,TRUE
3763,Friendly,1969/4/23,Spain,0,0,Mexico,,,,TRUE
3764,FIFA World Cup qualification,1969/4/27,Tunisia,0,0,Morocco,,,,TRUE
3765,Friendly,1969/4/30,France,1,0,Romania,France,Romania,,TRUE
3766,FIFA World Cup qualification,1969/4/30,Spain,2,1,Yugoslavia,Spain,Yugoslavia,,TRUE
3767,Friendly,1969/4/30,Turkey,1,3,Poland,Poland,Turkey,,TRUE
3768,Friendly,1969/5/1,Sweden,1,0,Mexico,Sweden,Mexico,,TRUE
3769,British Championship,1969/5/3,Northern Ireland,1,3,England,England,Northern Ireland,,TRUE
3770,British Championship,1969/5/3,Wales,3,5,Scotland,Scotland,Wales,,TRUE
3771,FIFA World Cup qualification,1969/5/4,Portugal,2,2,Greece,,,,TRUE
3772,Friendly,1969/5/6,Denmark,3,1,Mexico,Denmark,Mexico,,TRUE
3773,British Championship,1969/5/7,England,2,1,Wales,England,Wales,,TRUE
3774,FIFA World Cup qualification,1969/5/7,Netherlands,1,0,Poland,Netherlands,Poland,,TRUE
3775,Friendly,1969/5/8,Norway,0,2,Mexico,Mexico,Norway,,TRUE
3776,British Championship,1969/5/10,England,4,1,Scotland,England,Scotland,,TRUE
3777,FIFA World Cup qualification,1969/5/10,Germany,1,0,Austria,Germany,Austria,,TRUE
3778,FIFA World Cup qualification,1969/5/10,Nigeria,2,1,Ghana,Nigeria,Ghana,,TRUE
3779,British Championship,1969/5/10,Northern Ireland,0,0,Wales,,,,TRUE
3780,CONCACAF Championship qualification,1969/5/11,United States,0,1,Haiti,Haiti,United States,,TRUE
3781,FIFA World Cup qualification,1969/5/14,Switzerland,0,1,Romania,Romania,Switzerland,,TRUE
3782,FIFA World Cup qualification,1969/5/18,Ghana,1,1,Nigeria,,,,TRUE
3783,FIFA World Cup qualification,1969/5/18,Morocco,0,0,Tunisia,,,,TRUE
3784,Friendly,1969/5/20,Mexico,0,1,Peru,Peru,Mexico,,TRUE
3785,FIFA World Cup qualification,1969/5/21,Germany,12,0,Cyprus,Germany,Cyprus,,TRUE
3786,Friendly,1969/5/22,Mexico,3,0,Peru,Mexico,Peru,,TRUE
3787,FIFA World Cup qualification,1969/5/27,Denmark,2,0,Republic of Ireland,Denmark,Republic of Ireland,,TRUE
3788,Friendly,1969/5/28,Chile,1,1,Argentina,,,,TRUE
3789,Friendly,1969/6/1,Mexico,0,0,England,,,,TRUE
3790,Friendly,1969/6/3,Mexico,0,4,England,England,Mexico,,TRUE
3791,Friendly,1969/6/8,Uruguay,1,2,England,England,Uruguay,,TRUE
3792,Friendly,1969/6/11,Argentina,2,1,Chile,Argentina,Chile,,TRUE
3793,Friendly,1969/6/12,Brazil,2,1,England,Brazil,England,,TRUE
3794,FIFA World Cup qualification,1969/6/13,Tunisia,2,2,Morocco,,,,FALSE
3795,FIFA World Cup qualification,1969/6/15,Bulgaria,4,1,Poland,Bulgaria,Poland,,TRUE
3796,FIFA World Cup qualification,1969/6/15,Denmark,3,2,Hungary,Denmark,Hungary,,TRUE
3797,Friendly,1969/6/22,Ecuador,4,1,Colombia,Ecuador,Colombia,,TRUE
3798,Nordic Championship,1969/6/25,Denmark,0,1,Sweden,Sweden,Denmark,,TRUE
3799,FIFA World Cup qualification,1969/6/25,Finland,2,0,Spain,Finland,Spain,,TRUE
3800,Friendly,1969/6/27,Peru,1,0,Uruguay,Peru,Uruguay,,TRUE
3801,African Cup of Nations qualification,1969/6/29,Zambia,2,2,Cameroon,,,,TRUE
3802,African Cup of Nations qualification,1969/6/29,Cameroon,2,1,Zambia,Cameroon,Zambia,,TRUE
3803,Friendly,1969/7/1,Denmark,6,0,Bermuda,Denmark,Bermuda,,TRUE
3804,Friendly,1969/7/2,Colombia,0,1,Uruguay,Uruguay,Colombia,,TRUE
3805,FIFA World Cup qualification,1969/7/6,Ecuador,0,2,Uruguay,Uruguay,Ecuador,,TRUE
3806,FIFA World Cup qualification,1969/7/13,Chile,0,0,Uruguay,,,,TRUE
3807,FIFA World Cup qualification,1969/7/20,Uruguay,1,0,Ecuador,Uruguay,Ecuador,,TRUE
3808,Friendly,1969/7/21,Congo,4,1,Tunisia,Congo,Tunisia,,TRUE
3809,Friendly,1969/7/23,Australia,2,2,Greece,,,,TRUE
3810,FIFA World Cup qualification,1969/7/27,Bolivia,3,1,Argentina,Bolivia,Argentina,,TRUE
3811,FIFA World Cup qualification,1969/7/27,Chile,4,1,Ecuador,Chile,Ecuador,,TRUE
3812,FIFA World Cup qualification,1969/8/3,Ecuador,1,1,Chile,,,,TRUE
3813,FIFA World Cup qualification,1969/8/3,Peru,1,0,Argentina,Peru,Argentina,,TRUE
3814,FIFA World Cup qualification,1969/8/6,Colombia,0,2,Brazil,Brazil,Colombia,,TRUE
3815,FIFA World Cup qualification,1969/8/10,Uruguay,2,0,Chile,Uruguay,Chile,,TRUE
3816,FIFA World Cup qualification,1969/8/10,Venezuela,0,5,Brazil,Brazil,Venezuela,,TRUE
3817,African Cup of Nations qualification,1969/8/17,Ghana,6,0,Niger,Ghana,Niger,,TRUE
3818,FIFA World Cup qualification,1969/8/17,Paraguay,0,3,Brazil,Brazil,Paraguay,,TRUE
3819,FIFA World Cup qualification,1969/8/21,Brazil,6,2,Colombia,Brazil,Colombia,,TRUE
3820,FIFA World Cup qualification,1969/8/24,Argentina,1,0,Bolivia,Argentina,Bolivia,,TRUE
3821,FIFA World Cup qualification,1969/8/24,Brazil,6,0,Venezuela,Brazil,Venezuela,,TRUE
3822,Friendly,1969/8/27,Poland,6,1,Norway,Poland,Norway,,TRUE
3823,FIFA World Cup qualification,1969/8/31,Argentina,2,2,Peru,,,,TRUE
3824,FIFA World Cup qualification,1969/8/31,Brazil,1,0,Paraguay,Brazil,Paraguay,,TRUE
3825,FIFA World Cup qualification,1969/9/7,Poland,2,1,Netherlands,Poland,Netherlands,,TRUE
3826,Nordic Championship,1969/9/10,Denmark,5,2,Finland,Denmark,Finland,,TRUE
3827,FIFA World Cup qualification,1969/9/10,Norway,1,3,France,France,Norway,,TRUE
3828,Friendly,1969/9/13,Iran,4,2,Pakistan,Iran,Pakistan,,FALSE
3829,Friendly,1969/9/14,El Salvador,2,1,Costa Rica,El Salvador,Costa Rica,,TRUE
3830,Friendly,1969/9/17,Turkey,4,0,Iran,Turkey,Iran,,TRUE
3831,Friendly,1969/9/21,Austria,1,1,Germany,,,,TRUE
3832,FIFA World Cup qualification,1969/9/21,Morocco,2,1,Nigeria,Morocco,Nigeria,,TRUE
3833,African Cup of Nations qualification,1969/9/21,Niger,1,9,Ghana,Ghana,Niger,,TRUE
3834,Nordic Championship,1969/9/21,Norway,2,0,Denmark,Norway,Denmark,,TRUE
3835,Friendly,1969/9/24,Bulgaria,0,1,Germany,Germany,Bulgaria,,TRUE
3836,Friendly,1969/9/24,Turkey,3,0,Switzerland,Turkey,Switzerland,,TRUE
3837,FIFA World Cup qualification,1969/10/10,Japan,1,3,Australia,Australia,Japan,,FALSE
3838,FIFA World Cup qualification,1969/10/10,Sudan,0,0,Morocco,,,,TRUE
3839,FIFA World Cup qualification,1969/10/12,South Korea,2,2,Japan,,,,TRUE
3840,FIFA World Cup qualification,1969/10/12,Luxembourg,1,5,Poland,Poland,Luxembourg,,TRUE
3841,African Cup of Nations qualification,1969/10/12,Guinea,4,3,Senegal,Guinea,Senegal,,TRUE
3842,FIFA World Cup qualification,1969/10/12,Romania,1,0,Portugal,Romania,Portugal,,TRUE
3843,FIFA World Cup qualification,1969/10/14,South Korea,1,2,Australia,Australia,South Korea,,TRUE
3844,FIFA World Cup qualification,1969/10/15,Greece,4,1,Switzerland,Greece,Switzerland,,TRUE
3845,FIFA World Cup qualification,1969/10/15,Republic of Ireland,1,1,Denmark,,,,TRUE
3846,FIFA World Cup qualification,1969/10/15,Spain,6,0,Finland,Spain,Finland,,TRUE
3847,FIFA World Cup qualification,1969/10/15,Sweden,2,0,France,Sweden,France,,TRUE
3848,Friendly,1969/10/15,Tunisia,1,1,Palestine,,,,TRUE
3849,FIFA World Cup qualification,1969/10/16,Australia,1,1,Japan,,,,FALSE
3850,FIFA World Cup qualification,1969/10/18,South Korea,2,0,Japan,South Korea,Japan,,TRUE
3851,FIFA World Cup qualification,1969/10/19,Yugoslavia,4,0,Belgium,Yugoslavia,Belgium,,TRUE
3852,FIFA World Cup qualification,1969/10/20,South Korea,1,1,Australia,,,,TRUE
3853,CONCACAF Championship qualification,1969/10/21,Mexico,3,0,Bermuda,Mexico,Bermuda,,TRUE
3854,FIFA World Cup qualification,1969/10/22,Germany,3,2,Scotland,Germany,Scotland,,TRUE
3855,FIFA World Cup qualification,1969/10/22,Hungary,3,0,Denmark,Hungary,Denmark,,TRUE
3856,FIFA World Cup qualification,1969/10/22,Netherlands,1,1,Bulgaria,,,,TRUE
3857,FIFA World Cup qualification,1969/10/22,Wales,1,3,German DR,German DR,Wales,,TRUE
3858,African Cup of Nations qualification,1969/10/26,Senegal,1,1,Guinea,,,,TRUE
3859,FIFA World Cup qualification,1969/10/26,Morocco,3,0,Sudan,Morocco,Sudan,,TRUE
3860,Friendly,1969/10/30,Algeria,1,0,Morocco,Algeria,Morocco,,TRUE
3861,FIFA World Cup qualification,1969/11/1,France,3,0,Sweden,France,Sweden,,TRUE
3862,Merdeka Tournament,1969/11/1,Indonesia,3,0,South Korea,Indonesia,South Korea,,FALSE
3863,CONCACAF Championship qualification,1969/11/2,Bermuda,2,1,Mexico,Bermuda,Mexico,,TRUE
3864,FIFA World Cup qualification,1969/11/2,Switzerland,1,1,Portugal,,,,TRUE
3865,Merdeka Tournament,1969/11/3,Malaysia,4,1,South Korea,Malaysia,South Korea,,TRUE
3866,FIFA World Cup qualification,1969/11/4,Italy,4,1,Wales,Italy,Wales,,TRUE
3867,Friendly,1969/11/5,Mexico,1,0,Belgium,Mexico,Belgium,,TRUE
3868,Friendly,1969/11/5,Netherlands,0,1,England,England,Netherlands,,TRUE
3869,Merdeka Tournament,1969/11/5,South Korea,3,0,Thailand,South Korea,Thailand,,FALSE
3870,Merdeka Tournament,1969/11/6,South Korea,3,2,Western Australia,South Korea,Western Australia,,FALSE
3871,Merdeka Tournament,1969/11/7,South Korea,2,1,Thailand,South Korea,Thailand,,FALSE
3872,FIFA World Cup qualification,1969/11/8,Nigeria,2,0,Morocco,Nigeria,Morocco,,TRUE
3873,Friendly,1969/11/9,Ivory Coast,1,0,Morocco,Ivory Coast,Morocco,,TRUE
3874,FIFA World Cup qualification,1969/11/9,Poland,3,0,Bulgaria,Poland,Bulgaria,,TRUE
3875,Friendly,1969/11/11,Mexico,4,0,Norway,Mexico,Norway,,TRUE
3876,Friendly,1969/11/18,Iraq,1,1,Poland,,,,TRUE
3877,King's Cup,1969/11/19,South Korea,2,0,Laos,South Korea,Laos,,FALSE
3878,King's Cup,1969/11/21,South Korea,2,0,Malaysia,South Korea,Malaysia,,FALSE
3879,King's Cup,1969/11/23,Thailand,0,0,South Korea,,,,TRUE
3880,FIFA World Cup qualification,1969/11/23,Zimbabwe,1,1,Australia,,,,FALSE
3881,CONCACAF Championship,1969/11/23,Costa Rica,3,0,Jamaica,Costa Rica,Jamaica,,TRUE
3882,King's Cup,1969/11/26,South Korea,3,0,Vietnam Republic,South Korea,Vietnam Republic,,FALSE
3883,FIFA World Cup qualification,1969/11/27,Australia,0,0,Zimbabwe,,,,FALSE
3884,CONCACAF Championship,1969/11/27,Costa Rica,2,1,Curaçao,Costa Rica,Curaçao,,TRUE
3885,CONCACAF Championship,1969/11/27,Jamaica,0,2,Mexico,Mexico,Jamaica,,FALSE
3886,CONCACAF Championship,1969/11/27,Mexico,2,0,Jamaica,Mexico,Jamaica,,FALSE
3887,King's Cup,1969/11/28,Indonesia,0,1,South Korea,South Korea,Indonesia,,FALSE
3888,FIFA World Cup qualification,1969/11/29,Zimbabwe,1,3,Australia,Australia,Zimbabwe,,FALSE
3889,CONCACAF Championship,1969/11/30,Costa Rica,2,0,Mexico,Costa Rica,Mexico,,TRUE
3890,CONCACAF Championship,1969/12/2,Mexico,0,1,Guatemala,Guatemala,Mexico,,FALSE
3891,CONCACAF Championship,1969/12/4,Costa Rica,5,0,Trinidad and Tobago,Costa Rica,Trinidad and Tobago,,TRUE
3892,FIFA World Cup qualification,1969/12/4,Israel,1,0,Australia,Israel,Australia,,TRUE
3893,CONCACAF Championship,1969/12/4,Mexico,2,2,Curaçao,,,,FALSE
3894,CONCACAF Championship,1969/12/7,Mexico,0,0,Trinidad and Tobago,,,,FALSE
3895,CONCACAF Championship,1969/12/7,Costa Rica,1,1,Guatemala,,,,TRUE
3896,Friendly,1969/12/10,England,1,0,Portugal,England,Portugal,,TRUE
3897,FIFA World Cup qualification,1969/12/14,Australia,1,1,Israel,,,,TRUE
3898,Friendly,1969/12/28,Morocco,3,0,Bulgaria,Morocco,Bulgaria,,TRUE
3899,Friendly,1970/1/14,England,0,0,Netherlands,,,,TRUE
3900,Friendly,1970/1/28,Israel,0,1,Netherlands,Netherlands,Israel,,TRUE
3901,African Cup of Nations,1970/2/6,Cameroon,3,2,Ivory Coast,Cameroon,Ivory Coast,,FALSE
3902,African Cup of Nations,1970/2/7,DR Congo,0,2,Ghana,Ghana,DR Congo,,FALSE
3903,African Cup of Nations,1970/2/8,Cameroon,3,2,Ethiopia,Cameroon,Ethiopia,,FALSE
3904,African Cup of Nations,1970/2/9,Egypt,1,1,Ghana,,,,FALSE
3905,African Cup of Nations,1970/2/10,Sudan,2,1,Cameroon,Sudan,Cameroon,,TRUE
3906,African Cup of Nations,1970/2/11,Ghana,1,1,Guinea,,,,FALSE
3907,Friendly,1970/2/11,Spain,2,0,Germany,Spain,Germany,,TRUE
3908,African Cup of Nations,1970/2/14,Ghana,2,1,Ivory Coast,Ghana,Ivory Coast,,FALSE
3909,Friendly,1970/2/15,Mexico,1,1,Bulgaria,,,,TRUE
3910,African Cup of Nations,1970/2/16,Sudan,1,0,Ghana,Sudan,Ghana,,TRUE
3911,Friendly,1970/2/18,Mexico,2,0,Bulgaria,Mexico,Bulgaria,,TRUE
3912,Friendly,1970/2/21,Spain,2,2,Italy,,,,TRUE
3913,Friendly,1970/2/22,Mexico,0,0,Sweden,,,,TRUE
3914,Friendly,1970/2/25,Belgium,1,3,England,England,Belgium,,TRUE
3915,Friendly,1970/2/26,Costa Rica,2,0,El Salvador,Costa Rica,El Salvador,,TRUE
3916,Friendly,1970/2/26,Mexico,0,0,Russia,,,,TRUE
3917,Friendly,1970/3/1,Mexico,0,1,Sweden,Sweden,Mexico,,TRUE
3918,Friendly,1970/3/4,Brazil,0,2,Argentina,Argentina,Brazil,,TRUE
3919,Friendly,1970/3/5,Peru,0,1,Mexico,Mexico,Peru,,TRUE
3920,Friendly,1970/3/8,Brazil,2,1,Argentina,Brazil,Argentina,,TRUE
3921,Friendly,1970/3/8,Peru,1,0,Mexico,Peru,Mexico,,TRUE
3922,Friendly,1970/3/15,Mexico,3,1,Peru,Mexico,Peru,,TRUE
3923,Friendly,1970/3/18,Mexico,3,3,Peru,,,,TRUE
3924,Friendly,1970/3/22,Brazil,5,0,Chile,Brazil,Chile,,TRUE
3925,Friendly,1970/3/26,Brazil,2,1,Chile,Brazil,Chile,,TRUE
3926,Gulf Cup,1970/3/27,Bahrain,2,1,Qatar,Bahrain,Qatar,,TRUE
3927,Gulf Cup,1970/3/28,Saudi Arabia,1,3,Kuwait,Kuwait,Saudi Arabia,,FALSE
3928,Gulf Cup,1970/3/30,Bahrain,0,0,Saudi Arabia,,,,TRUE
3929,Gulf Cup,1970/3/31,Kuwait,4,2,Qatar,Kuwait,Qatar,,FALSE
3930,Friendly,1970/3/31,Uruguay,2,0,Peru,Uruguay,Peru,,TRUE
3931,Gulf Cup,1970/4/2,Saudi Arabia,1,1,Qatar,,,,FALSE
3932,Friendly,1970/4/8,Argentina,2,1,Uruguay,Argentina,Uruguay,,TRUE
3933,Friendly,1970/4/8,France,1,1,Bulgaria,,,,TRUE
3934,Friendly,1970/4/8,Germany,1,1,Romania,,,,TRUE
3935,Friendly,1970/4/12,Brazil,0,0,Paraguay,,,,TRUE
3936,Friendly,1970/4/15,Ghana,3,0,Ivory Coast,Ghana,Ivory Coast,,TRUE
3937,Friendly,1970/4/15,Uruguay,2,1,Argentina,Uruguay,Argentina,,TRUE
3938,British Championship,1970/4/18,Wales,1,1,England,,,,TRUE
3939,Friendly,1970/4/19,Ghana,1,1,Ivory Coast,,,,TRUE
3940,British Championship,1970/4/21,England,3,1,Northern Ireland,England,Northern Ireland,,TRUE
3941,British Championship,1970/4/22,Scotland,0,0,Wales,,,,TRUE
3942,Friendly,1970/4/22,Switzerland,0,1,Spain,Spain,Switzerland,,TRUE
3943,British Championship,1970/4/25,Scotland,0,0,England,,,,TRUE
3944,British Championship,1970/4/25,Wales,1,0,Northern Ireland,Wales,Northern Ireland,,TRUE
3945,Friendly,1970/4/28,France,2,0,Romania,France,Romania,,TRUE
3946,Friendly,1970/4/29,Brazil,1,0,Austria,Brazil,Austria,,TRUE
3947,Friendly,1970/4/29,Mexico,4,2,Ecuador,Mexico,Ecuador,,TRUE
3948,Friendly,1970/5/2,Hungary,2,0,Poland,Hungary,Poland,,TRUE
3949,Friendly,1970/5/3,Switzerland,2,1,France,Switzerland,France,,TRUE
3950,Friendly,1970/5/6,Poland,2,1,Republic of Ireland,Poland,Republic of Ireland,,TRUE
3951,Friendly,1970/5/9,Germany,2,1,Republic of Ireland,Germany,Republic of Ireland,,TRUE
3952,Friendly,1970/5/10,Portugal,1,2,Italy,Italy,Portugal,,TRUE
3953,Friendly,1970/5/13,Germany,1,0,Yugoslavia,Germany,Yugoslavia,,TRUE
3954,Friendly,1970/5/14,Guinea,3,1,Senegal,Guinea,Senegal,,TRUE
3955,Friendly,1970/5/16,Poland,1,1,German DR,,,,TRUE
3956,Friendly,1970/5/17,Guinea,4,0,Senegal,Guinea,Senegal,,TRUE
3957,Friendly,1970/5/19,Denmark,0,2,Poland,Poland,Denmark,,TRUE
3958,Friendly,1970/5/20,Colombia,0,4,England,England,Colombia,,TRUE
3959,Friendly,1970/5/24,Ecuador,0,2,England,England,Ecuador,,TRUE
3960,Nordic Championship,1970/6/3,Finland,1,1,Denmark,,,,TRUE
3961,Indonesia Tournament,1970/6/21,South Korea,8,0,Singapore,South Korea,Singapore,,FALSE
3962,Indonesia Tournament,1970/6/23,South Korea,0,1,Malaysia,Malaysia,South Korea,,FALSE
3963,Nordic Championship,1970/6/25,Sweden,1,1,Denmark,,,,TRUE
3964,Indonesia Tournament,1970/6/26,Indonesia,2,2,South Korea,,,,TRUE
3965,Indonesia Tournament,1970/6/28,South Korea,0,2,Malaysia,Malaysia,South Korea,,FALSE
3966,Friendly,1970/7/7,Iceland,0,0,Denmark,,,,TRUE
3967,Friendly,1970/7/11,Gabon,1,1,Cameroon,,,,TRUE
3968,Friendly,1970/7/22,Poland,2,0,Iraq,Poland,Iraq,,TRUE
3969,Merdeka Tournament,1970/7/31,Hong Kong,2,1,Japan,Hong Kong,Japan,,FALSE
3970,Merdeka Tournament,1970/7/31,South Korea,0,0,Thailand,,,,FALSE
3971,Friendly,1970/8/1,Cameroon,0,3,Gabon,Gabon,Cameroon,,TRUE
3972,Merdeka Tournament,1970/8/2,Japan,1,1,South Korea,,,,FALSE
3973,Merdeka Tournament,1970/8/4,Japan,0,0,Thailand,,,,FALSE
3974,Merdeka Tournament,1970/8/4,South Korea,4,0,Singapore,South Korea,Singapore,,FALSE
3975,Merdeka Tournament,1970/8/6,Indonesia,1,2,South Korea,South Korea,Indonesia,,FALSE
3976,Merdeka Tournament,1970/8/8,Indonesia,3,4,Japan,Japan,Indonesia,,FALSE
3977,Merdeka Tournament,1970/8/9,Hong Kong,0,0,South Korea,,,,FALSE
3978,Merdeka Tournament,1970/8/10,Japan,4,0,Singapore,Japan,Singapore,,FALSE
3979,Merdeka Tournament,1970/8/13,India,2,3,South Korea,South Korea,India,,FALSE
3980,Merdeka Tournament,1970/8/16,Myanmar,0,1,South Korea,South Korea,Myanmar,,FALSE
3981,Merdeka Tournament,1970/8/16,Japan,3,2,Taiwan,Japan,Taiwan,,FALSE
3982,Friendly,1970/9/1,Libya,2,2,Tunisia,,,,TRUE
3983,Friendly,1970/9/2,Poland,5,0,Denmark,Poland,Denmark,,TRUE
3984,Friendly,1970/9/4,Libya,3,2,Tunisia,Libya,Tunisia,,TRUE
3985,Friendly,1970/9/5,France,3,0,Czechoslovakia,France,Czechoslovakia,,TRUE
3986,Friendly,1970/9/6,German DR,5,0,Poland,German DR,Poland,,TRUE
3987,Friendly,1970/9/6,Iran,7,0,Pakistan,Iran,Pakistan,,TRUE
3988,Friendly,1970/9/9,Germany,3,1,Hungary,Germany,Hungary,,TRUE
3989,Friendly,1970/9/11,Iran,1,1,Turkey,,,,TRUE
3990,Nordic Championship,1970/9/23,Denmark,0,1,Norway,Norway,Denmark,,TRUE
3991,Friendly,1970/9/23,Republic of Ireland,0,2,Poland,Poland,Republic of Ireland,,TRUE
3992,Friendly,1970/9/24,Tunisia,2,0,Libya,Tunisia,Libya,,TRUE
3993,Friendly,1970/9/30,Brazil,2,1,Mexico,Brazil,Mexico,,TRUE
3994,Friendly,1970/10/4,Chile,1,5,Brazil,Brazil,Chile,,TRUE
3995,Friendly,1970/10/7,Austria,1,0,France,Austria,France,,TRUE
3996,UEFA Euro qualification,1970/10/11,Netherlands,1,1,Yugoslavia,,,,TRUE
3997,Friendly,1970/10/11,Sierra Leone,1,0,Senegal,Sierra Leone,Senegal,,TRUE
3998,UEFA Euro qualification,1970/10/14,Denmark,0,1,Portugal,Portugal,Denmark,,TRUE
3999,UEFA Euro qualification,1970/10/14,Poland,3,0,Albania,Poland,Albania,,TRUE
4000,UEFA Euro qualification,1970/10/17,Germany,1,1,Turkey,,,,TRUE
4001,Friendly,1970/10/17,Switzerland,1,1,Italy,,,,TRUE
4002,Friendly,1970/10/18,Ivory Coast,0,1,Senegal,Senegal,Ivory Coast,,TRUE
4003,Friendly,1970/10/22,Paraguay,1,1,Argentina,,,,TRUE
4004,Friendly,1970/10/23,New Caledonia,1,3,Australia,Australia,New Caledonia,,TRUE
4005,Friendly,1970/10/25,Czechoslovakia,2,2,Poland,,,,TRUE
4006,Friendly,1970/10/25,New Caledonia,0,1,Australia,Australia,New Caledonia,,TRUE
4007,Friendly,1970/10/25,Togo,3,0,Senegal,Togo,Senegal,,TRUE
4008,Friendly,1970/10/28,Spain,2,1,Greece,Spain,Greece,,TRUE
4009,Friendly,1970/10/30,Macau,0,9,Australia,Australia,Macau,,TRUE
4010,Friendly,1970/11/4,Iran,1,2,Australia,Australia,Iran,,TRUE
4011,King's Cup,1970/11/10,Hong Kong,0,3,South Korea,South Korea,Hong Kong,,FALSE
4012,UEFA Euro qualification,1970/11/11,France,3,1,Norway,France,Norway,,TRUE
4013,UEFA Euro qualification,1970/11/11,German DR,1,0,Netherlands,German DR,Netherlands,,TRUE
4014,UEFA Euro qualification,1970/11/11,Scotland,1,0,Denmark,Scotland,Denmark,,TRUE
4015,UEFA Euro qualification,1970/11/11,Spain,3,0,Northern Ireland,Spain,Northern Ireland,,TRUE
4016,UEFA Euro qualification,1970/11/11,Wales,0,0,Romania,,,,TRUE
4017,King's Cup,1970/11/12,South Korea,4,0,Laos,South Korea,Laos,,FALSE
4018,King's Cup,1970/11/14,Thailand,0,0,South Korea,,,,TRUE
4019,Friendly,1970/11/15,Belgium,1,2,France,France,Belgium,,TRUE
4020,Friendly,1970/11/15,Guinea,1,0,Senegal,Guinea,Senegal,,TRUE
4021,Friendly,1970/11/15,Switzerland,0,1,Hungary,Hungary,Switzerland,,TRUE
4022,King's Cup,1970/11/16,South Korea,4,0,Singapore,South Korea,Singapore,,FALSE
4023,King's Cup,1970/11/18,South Korea,2,0,Malaysia,South Korea,Malaysia,,FALSE
4024,Friendly,1970/11/18,Yugoslavia,2,0,Germany,Yugoslavia,Germany,,TRUE
4025,King's Cup,1970/11/20,Thailand,0,1,South Korea,South Korea,Thailand,,TRUE
4026,Friendly,1970/11/22,Greece,1,3,Germany,Germany,Greece,,TRUE
4027,UEFA Euro qualification,1970/11/25,Belgium,2,0,Denmark,Belgium,Denmark,,TRUE
4028,Friendly,1970/11/25,England,3,1,German DR,England,German DR,,TRUE
4029,Friendly,1970/12/2,Netherlands,2,0,Romania,Netherlands,Romania,,TRUE
4030,African Cup of Nations qualification,1970/12/10,Algeria,3,1,Morocco,Algeria,Morocco,,TRUE
4031,UEFA Euro qualification,1970/12/16,Greece,0,1,Switzerland,Switzerland,Greece,,TRUE
4032,Friendly,1970/12/19,Senegal,4,1,Malawi,Senegal,Malawi,,TRUE
4033,UEFA Euro qualification,1970/12/20,Malta,1,2,Switzerland,Switzerland,Malta,,TRUE
4034,African Cup of Nations qualification,1970/12/27,Morocco,3,0,Algeria,Morocco,Algeria,,TRUE
4035,Friendly,1971/1/8,Argentina,3,4,France,France,Argentina,,TRUE
4036,Friendly,1971/1/10,Ghana,1,1,DR Congo,,,,TRUE
4037,Friendly,1971/1/13,Argentina,2,0,France,Argentina,France,,TRUE
4038,Friendly,1971/1/31,Ghana,1,2,Sierra Leone,Sierra Leone,Ghana,,TRUE
4039,UEFA Euro qualification,1971/2/3,Belgium,3,0,Scotland,Belgium,Scotland,,TRUE
4040,UEFA Euro qualification,1971/2/3,Malta,0,1,England,England,Malta,,TRUE
4041,Friendly,1971/2/7,Ghana,1,2,Sierra Leone,Sierra Leone,Ghana,,TRUE
4042,Friendly,1971/2/8,Uruguay,0,3,German DR,German DR,Uruguay,,TRUE
4043,Friendly,1971/2/10,Uruguay,1,1,German DR,,,,TRUE
4044,UEFA Euro qualification,1971/2/17,Albania,0,1,Germany,Germany,Albania,,TRUE
4045,UEFA Euro qualification,1971/2/17,Belgium,3,0,Portugal,Belgium,Portugal,,TRUE
4046,Friendly,1971/2/17,Mexico,0,0,Russia,,,,TRUE
4047,Friendly,1971/2/20,Italy,1,2,Spain,Spain,Italy,,TRUE
4048,Friendly,1971/2/20,Mexico,0,0,Russia,,,,TRUE
4049,UEFA Euro qualification,1971/2/24,Netherlands,6,0,Luxembourg,Netherlands,Luxembourg,,TRUE
4050,Friendly,1971/3/4,Cameroon,1,1,Senegal,,,,TRUE
4051,Friendly,1971/3/7,Cameroon,1,2,Senegal,Senegal,Cameroon,,TRUE
4052,Friendly,1971/3/10,Senegal,3,0,Cameroon,Senegal,Cameroon,,TRUE
4053,Friendly,1971/3/14,Cameroon,7,1,Congo,Cameroon,Congo,,TRUE
4054,Friendly,1971/3/17,Spain,2,2,France,,,,TRUE
4055,UEFA Euro qualification,1971/4/4,Yugoslavia,2,0,Netherlands,Yugoslavia,Netherlands,,TRUE
